Temperature - (Celsius), Year, Statistics, Country, ISO3
20.1309, 1905, Jul Average, Republic of Montenegro, MNE
20.1583, 1905, Aug Average, Republic of Montenegro, MNE
16.8297, 1905, Sep Average, Republic of Montenegro, MNE
5.92494, 1905, Oct Average, Republic of Montenegro, MNE
6.94124, 1905, Nov Average, Republic of Montenegro, MNE
1.08052, 1905, Dec Average, Republic of Montenegro, MNE
-2.1611, 1906, Jan Average, Republic of Montenegro, MNE
-0.6148, 1906, Feb Average, Republic of Montenegro, MNE
3.54549, 1906, Mar Average, Republic of Montenegro, MNE
8.28938, 1906, Apr Average, Republic of Montenegro, MNE
12.3157, 1906, May Average, Republic of Montenegro, MNE
15.1769, 1906, Jun Average, Republic of Montenegro, MNE
18.8211, 1906, Jul Average, Republic of Montenegro, MNE
17.947, 1906, Aug Average, Republic of Montenegro, MNE
13.0767, 1906, Sep Average, Republic of Montenegro, MNE
9.29577, 1906, Oct Average, Republic of Montenegro, MNE
6.53664, 1906, Nov Average, Republic of Montenegro, MNE
-0.9338, 1906, Dec Average, Republic of Montenegro, MNE
-3.4662, 1907, Jan Average, Republic of Montenegro, MNE
-3.5238, 1907, Feb Average, Republic of Montenegro, MNE
-0.7505, 1907, Mar Average, Republic of Montenegro, MNE
5.32828, 1907, Apr Average, Republic of Montenegro, MNE
14.8095, 1907, May Average, Republic of Montenegro, MNE
16.4242, 1907, Jun Average, Republic of Montenegro, MNE
17.8226, 1907, Jul Average, Republic of Montenegro, MNE
18.9973, 1907, Aug Average, Republic of Montenegro, MNE
14.9284, 1907, Sep Average, Republic of Montenegro, MNE
13.6349, 1907, Oct Average, Republic of Montenegro, MNE
3.81138, 1907, Nov Average, Republic of Montenegro, MNE
2.58849, 1907, Dec Average, Republic of Montenegro, MNE
-3.3982, 1908, Jan Average, Republic of Montenegro, MNE
-0.6747, 1908, Feb Average, Republic of Montenegro, MNE
2.34251, 1908, Mar Average, Republic of Montenegro, MNE
6.46614, 1908, Apr Average, Republic of Montenegro, MNE
15.5586, 1908, May Average, Republic of Montenegro, MNE
17.9787, 1908, Jun Average, Republic of Montenegro, MNE
18.4854, 1908, Jul Average, Republic of Montenegro, MNE
17.9499, 1908, Aug Average, Republic of Montenegro, MNE
13.556, 1908, Sep Average, Republic of Montenegro, MNE
8.60501, 1908, Oct Average, Republic of Montenegro, MNE
-0.1839, 1908, Nov Average, Republic of Montenegro, MNE
-1.3335, 1908, Dec Average, Republic of Montenegro, MNE
-4.1324, 1909, Jan Average, Republic of Montenegro, MNE
-4.9608, 1909, Feb Average, Republic of Montenegro, MNE
3.35874, 1909, Mar Average, Republic of Montenegro, MNE
8.40591, 1909, Apr Average, Republic of Montenegro, MNE
12.0087, 1909, May Average, Republic of Montenegro, MNE
15.4907, 1909, Jun Average, Republic of Montenegro, MNE
17.8674, 1909, Jul Average, Republic of Montenegro, MNE
19.0827, 1909, Aug Average, Republic of Montenegro, MNE
15.0883, 1909, Sep Average, Republic of Montenegro, MNE
10.8261, 1909, Oct Average, Republic of Montenegro, MNE
2.77189, 1909, Nov Average, Republic of Montenegro, MNE
4.14152, 1909, Dec Average, Republic of Montenegro, MNE
0.42305, 1910, Jan Average, Republic of Montenegro, MNE
2.58438, 1910, Feb Average, Republic of Montenegro, MNE
3.42837, 1910, Mar Average, Republic of Montenegro, MNE
7.42978, 1910, Apr Average, Republic of Montenegro, MNE
12.0402, 1910, May Average, Republic of Montenegro, MNE
16.1667, 1910, Jun Average, Republic of Montenegro, MNE
17.2628, 1910, Jul Average, Republic of Montenegro, MNE
18.2311, 1910, Aug Average, Republic of Montenegro, MNE
13.1812, 1910, Sep Average, Republic of Montenegro, MNE
9.71582, 1910, Oct Average, Republic of Montenegro, MNE
4.00752, 1910, Nov Average, Republic of Montenegro, MNE
4.25833, 1910, Dec Average, Republic of Montenegro, MNE
-1.4958, 1911, Jan Average, Republic of Montenegro, MNE
-2.7518, 1911, Feb Average, Republic of Montenegro, MNE
3.26732, 1911, Mar Average, Republic of Montenegro, MNE
6.93937, 1911, Apr Average, Republic of Montenegro, MNE
12.3677, 1911, May Average, Republic of Montenegro, MNE
15.7081, 1911, Jun Average, Republic of Montenegro, MNE
19.4999, 1911, Jul Average, Republic of Montenegro, MNE
19.6483, 1911, Aug Average, Republic of Montenegro, MNE
15.2629, 1911, Sep Average, Republic of Montenegro, MNE
10.018, 1911, Oct Average, Republic of Montenegro, MNE
7.0954, 1911, Nov Average, Republic of Montenegro, MNE
2.36744, 1911, Dec Average, Republic of Montenegro, MNE
-3.0158, 1912, Jan Average, Republic of Montenegro, MNE
2.65895, 1912, Feb Average, Republic of Montenegro, MNE
5.78344, 1912, Mar Average, Republic of Montenegro, MNE
5.41187, 1912, Apr Average, Republic of Montenegro, MNE
11.7984, 1912, May Average, Republic of Montenegro, MNE
16.6, 1912, Jun Average, Republic of Montenegro, MNE
18.6495, 1912, Jul Average, Republic of Montenegro, MNE
16.8654, 1912, Aug Average, Republic of Montenegro, MNE
11.0578, 1912, Sep Average, Republic of Montenegro, MNE
7.62295, 1912, Oct Average, Republic of Montenegro, MNE
2.06734, 1912, Nov Average, Republic of Montenegro, MNE
1.43883, 1912, Dec Average, Republic of Montenegro, MNE
-1.8443, 1913, Jan Average, Republic of Montenegro, MNE
-1.8083, 1913, Feb Average, Republic of Montenegro, MNE
5.47175, 1913, Mar Average, Republic of Montenegro, MNE
7.79369, 1913, Apr Average, Republic of Montenegro, MNE
11.6579, 1913, May Average, Republic of Montenegro, MNE
15.6898, 1913, Jun Average, Republic of Montenegro, MNE
15.7256, 1913, Jul Average, Republic of Montenegro, MNE
16.5027, 1913, Aug Average, Republic of Montenegro, MNE
14.8648, 1913, Sep Average, Republic of Montenegro, MNE
10.0812, 1913, Oct Average, Republic of Montenegro, MNE
5.67452, 1913, Nov Average, Republic of Montenegro, MNE
0.90665, 1913, Dec Average, Republic of Montenegro, MNE
-5.6611, 1914, Jan Average, Republic of Montenegro, MNE
-2.6061, 1914, Feb Average, Republic of Montenegro, MNE
4.2824, 1914, Mar Average, Republic of Montenegro, MNE
8.90108, 1914, Apr Average, Republic of Montenegro, MNE
11.9942, 1914, May Average, Republic of Montenegro, MNE
14.891, 1914, Jun Average, Republic of Montenegro, MNE
17.7224, 1914, Jul Average, Republic of Montenegro, MNE
18.3635, 1914, Aug Average, Republic of Montenegro, MNE
13.2535, 1914, Sep Average, Republic of Montenegro, MNE
8.29791, 1914, Oct Average, Republic of Montenegro, MNE
3.01806, 1914, Nov Average, Republic of Montenegro, MNE
2.62414, 1914, Dec Average, Republic of Montenegro, MNE
0.80627, 1915, Jan Average, Republic of Montenegro, MNE
0.4947, 1915, Feb Average, Republic of Montenegro, MNE
2.19019, 1915, Mar Average, Republic of Montenegro, MNE
7.22577, 1915, Apr Average, Republic of Montenegro, MNE
13.3204, 1915, May Average, Republic of Montenegro, MNE
17.3347, 1915, Jun Average, Republic of Montenegro, MNE
18.1829, 1915, Jul Average, Republic of Montenegro, MNE
16.9065, 1915, Aug Average, Republic of Montenegro, MNE
12.3295, 1915, Sep Average, Republic of Montenegro, MNE
8.14908, 1915, Oct Average, Republic of Montenegro, MNE
2.63208, 1915, Nov Average, Republic of Montenegro, MNE
4.30876, 1915, Dec Average, Republic of Montenegro, MNE
1.06999, 1916, Jan Average, Republic of Montenegro, MNE
-0.2839, 1916, Feb Average, Republic of Montenegro, MNE
6.13555, 1916, Mar Average, Republic of Montenegro, MNE
7.61868, 1916, Apr Average, Republic of Montenegro, MNE
12.6818, 1916, May Average, Republic of Montenegro, MNE
16.1406, 1916, Jun Average, Republic of Montenegro, MNE
18.5922, 1916, Jul Average, Republic of Montenegro, MNE
17.6637, 1916, Aug Average, Republic of Montenegro, MNE
12.9299, 1916, Sep Average, Republic of Montenegro, MNE
9.04261, 1916, Oct Average, Republic of Montenegro, MNE
5.9728, 1916, Nov Average, Republic of Montenegro, MNE
3.82, 1916, Dec Average, Republic of Montenegro, MNE
-0.5159, 1917, Jan Average, Republic of Montenegro, MNE
-5.0629, 1917, Feb Average, Republic of Montenegro, MNE
1.65298, 1917, Mar Average, Republic of Montenegro, MNE
6.22829, 1917, Apr Average, Republic of Montenegro, MNE
13.0638, 1917, May Average, Republic of Montenegro, MNE
17.6315, 1917, Jun Average, Republic of Montenegro, MNE
18.852, 1917, Jul Average, Republic of Montenegro, MNE
20.0753, 1917, Aug Average, Republic of Montenegro, MNE
16.2083, 1917, Sep Average, Republic of Montenegro, MNE
10.1595, 1917, Oct Average, Republic of Montenegro, MNE
4.39845, 1917, Nov Average, Republic of Montenegro, MNE
-1.61, 1917, Dec Average, Republic of Montenegro, MNE
-0.406, 1918, Jan Average, Republic of Montenegro, MNE
-2.5968, 1918, Feb Average, Republic of Montenegro, MNE
2.67341, 1918, Mar Average, Republic of Montenegro, MNE
8.36656, 1918, Apr Average, Republic of Montenegro, MNE
12.6648, 1918, May Average, Republic of Montenegro, MNE
14.7923, 1918, Jun Average, Republic of Montenegro, MNE
18.1668, 1918, Jul Average, Republic of Montenegro, MNE
18.4594, 1918, Aug Average, Republic of Montenegro, MNE
15.948, 1918, Sep Average, Republic of Montenegro, MNE
9.45335, 1918, Oct Average, Republic of Montenegro, MNE
3.36012, 1918, Nov Average, Republic of Montenegro, MNE
0.77878, 1918, Dec Average, Republic of Montenegro, MNE
1.21389, 1919, Jan Average, Republic of Montenegro, MNE
-0.5965, 1919, Feb Average, Republic of Montenegro, MNE
4.28817, 1919, Mar Average, Republic of Montenegro, MNE
6.83196, 1919, Apr Average, Republic of Montenegro, MNE
9.29986, 1919, May Average, Republic of Montenegro, MNE
15.5843, 1919, Jun Average, Republic of Montenegro, MNE
16.6992, 1919, Jul Average, Republic of Montenegro, MNE
18.2786, 1919, Aug Average, Republic of Montenegro, MNE
15.9646, 1919, Sep Average, Republic of Montenegro, MNE
8.00636, 1919, Oct Average, Republic of Montenegro, MNE
3.50036, 1919, Nov Average, Republic of Montenegro, MNE
0.76772, 1919, Dec Average, Republic of Montenegro, MNE
1.39412, 1920, Jan Average, Republic of Montenegro, MNE
-0.0049, 1920, Feb Average, Republic of Montenegro, MNE
4.82224, 1920, Mar Average, Republic of Montenegro, MNE
10.286, 1920, Apr Average, Republic of Montenegro, MNE
14.6187, 1920, May Average, Republic of Montenegro, MNE
15.1386, 1920, Jun Average, Republic of Montenegro, MNE
19.3416, 1920, Jul Average, Republic of Montenegro, MNE
17.7535, 1920, Aug Average, Republic of Montenegro, MNE
15.1065, 1920, Sep Average, Republic of Montenegro, MNE
6.7959, 1920, Oct Average, Republic of Montenegro, MNE
0.44102, 1920, Nov Average, Republic of Montenegro, MNE
1.30878, 1920, Dec Average, Republic of Montenegro, MNE
2.38064, 1921, Jan Average, Republic of Montenegro, MNE
-0.58, 1921, Feb Average, Republic of Montenegro, MNE
4.44946, 1921, Mar Average, Republic of Montenegro, MNE
7.07225, 1921, Apr Average, Republic of Montenegro, MNE
13.9913, 1921, May Average, Republic of Montenegro, MNE
14.7337, 1921, Jun Average, Republic of Montenegro, MNE
19.5588, 1921, Jul Average, Republic of Montenegro, MNE
19.7361, 1921, Aug Average, Republic of Montenegro, MNE
14.1676, 1921, Sep Average, Republic of Montenegro, MNE
9.7893, 1921, Oct Average, Republic of Montenegro, MNE
1.98906, 1921, Nov Average, Republic of Montenegro, MNE
-0.7898, 1921, Dec Average, Republic of Montenegro, MNE
-2.7064, 1922, Jan Average, Republic of Montenegro, MNE
-3.454, 1922, Feb Average, Republic of Montenegro, MNE
5.30839, 1922, Mar Average, Republic of Montenegro, MNE
7.21468, 1922, Apr Average, Republic of Montenegro, MNE
13.0775, 1922, May Average, Republic of Montenegro, MNE
16.8024, 1922, Jun Average, Republic of Montenegro, MNE
19.0592, 1922, Jul Average, Republic of Montenegro, MNE
19.486, 1922, Aug Average, Republic of Montenegro, MNE
13.7737, 1922, Sep Average, Republic of Montenegro, MNE
7.92741, 1922, Oct Average, Republic of Montenegro, MNE
1.41213, 1922, Nov Average, Republic of Montenegro, MNE
-0.1175, 1922, Dec Average, Republic of Montenegro, MNE
-0.4868, 1923, Jan Average, Republic of Montenegro, MNE
-0.1015, 1923, Feb Average, Republic of Montenegro, MNE
3.90339, 1923, Mar Average, Republic of Montenegro, MNE
7.2122, 1923, Apr Average, Republic of Montenegro, MNE
14.4606, 1923, May Average, Republic of Montenegro, MNE
13.8624, 1923, Jun Average, Republic of Montenegro, MNE
19.3138, 1923, Jul Average, Republic of Montenegro, MNE
19.4434, 1923, Aug Average, Republic of Montenegro, MNE
15.6004, 1923, Sep Average, Republic of Montenegro, MNE
12.232, 1923, Oct Average, Republic of Montenegro, MNE
7.52896, 1923, Nov Average, Republic of Montenegro, MNE
0.79535, 1923, Dec Average, Republic of Montenegro, MNE
-4.5611, 1924, Jan Average, Republic of Montenegro, MNE
-2.1071, 1924, Feb Average, Republic of Montenegro, MNE
2.1051, 1924, Mar Average, Republic of Montenegro, MNE
7.57157, 1924, Apr Average, Republic of Montenegro, MNE
14.6759, 1924, May Average, Republic of Montenegro, MNE
16.6869, 1924, Jun Average, Republic of Montenegro, MNE
18.3938, 1924, Jul Average, Republic of Montenegro, MNE
16.9519, 1924, Aug Average, Republic of Montenegro, MNE
16.286, 1924, Sep Average, Republic of Montenegro, MNE
9.54678, 1924, Oct Average, Republic of Montenegro, MNE
2.36136, 1924, Nov Average, Republic of Montenegro, MNE
-0.1599, 1924, Dec Average, Republic of Montenegro, MNE
-0.8559, 1925, Jan Average, Republic of Montenegro, MNE
3.60134, 1925, Feb Average, Republic of Montenegro, MNE
2.48887, 1925, Mar Average, Republic of Montenegro, MNE
8.32878, 1925, Apr Average, Republic of Montenegro, MNE
13.1618, 1925, May Average, Republic of Montenegro, MNE
14.794, 1925, Jun Average, Republic of Montenegro, MNE
18.3244, 1925, Jul Average, Republic of Montenegro, MNE
18.0864, 1925, Aug Average, Republic of Montenegro, MNE
13.5461, 1925, Sep Average, Republic of Montenegro, MNE
9.48739, 1925, Oct Average, Republic of Montenegro, MNE
5.35461, 1925, Nov Average, Republic of Montenegro, MNE
-1.7151, 1925, Dec Average, Republic of Montenegro, MNE
-0.7147, 1926, Jan Average, Republic of Montenegro, MNE
3.25797, 1926, Feb Average, Republic of Montenegro, MNE
2.68666, 1926, Mar Average, Republic of Montenegro, MNE
9.24993, 1926, Apr Average, Republic of Montenegro, MNE
11.6113, 1926, May Average, Republic of Montenegro, MNE
14.5697, 1926, Jun Average, Republic of Montenegro, MNE
16.9185, 1926, Jul Average, Republic of Montenegro, MNE
16.4779, 1926, Aug Average, Republic of Montenegro, MNE
15.711, 1926, Sep Average, Republic of Montenegro, MNE
11.0013, 1926, Oct Average, Republic of Montenegro, MNE
10.1299, 1926, Nov Average, Republic of Montenegro, MNE
0.64162, 1926, Dec Average, Republic of Montenegro, MNE
0.66623, 1927, Jan Average, Republic of Montenegro, MNE
-1.6247, 1927, Feb Average, Republic of Montenegro, MNE
5.83457, 1927, Mar Average, Republic of Montenegro, MNE
8.14653, 1927, Apr Average, Republic of Montenegro, MNE
12.3158, 1927, May Average, Republic of Montenegro, MNE
17.9488, 1927, Jun Average, Republic of Montenegro, MNE
20.1585, 1927, Jul Average, Republic of Montenegro, MNE
19.9125, 1927, Aug Average, Republic of Montenegro, MNE
16.2219, 1927, Sep Average, Republic of Montenegro, MNE
9.45445, 1927, Oct Average, Republic of Montenegro, MNE
6.16412, 1927, Nov Average, Republic of Montenegro, MNE
-1.8868, 1927, Dec Average, Republic of Montenegro, MNE
-1.1933, 1928, Jan Average, Republic of Montenegro, MNE
-0.7066, 1928, Feb Average, Republic of Montenegro, MNE
1.69895, 1928, Mar Average, Republic of Montenegro, MNE
8.66319, 1928, Apr Average, Republic of Montenegro, MNE
9.97934, 1928, May Average, Republic of Montenegro, MNE
15.8431, 1928, Jun Average, Republic of Montenegro, MNE
21.7193, 1928, Jul Average, Republic of Montenegro, MNE
20.4375, 1928, Aug Average, Republic of Montenegro, MNE
15.8382, 1928, Sep Average, Republic of Montenegro, MNE
9.42361, 1928, Oct Average, Republic of Montenegro, MNE
6.40037, 1928, Nov Average, Republic of Montenegro, MNE
-0.5808, 1928, Dec Average, Republic of Montenegro, MNE
-4.7311, 1929, Jan Average, Republic of Montenegro, MNE
-5.4281, 1929, Feb Average, Republic of Montenegro, MNE
0.3172, 1929, Mar Average, Republic of Montenegro, MNE
4.74845, 1929, Apr Average, Republic of Montenegro, MNE
13.9013, 1929, May Average, Republic of Montenegro, MNE
16.0341, 1929, Jun Average, Republic of Montenegro, MNE
19.0316, 1929, Jul Average, Republic of Montenegro, MNE
19.9083, 1929, Aug Average, Republic of Montenegro, MNE
14.6143, 1929, Sep Average, Republic of Montenegro, MNE
10.7194, 1929, Oct Average, Republic of Montenegro, MNE
6.38589, 1929, Nov Average, Republic of Montenegro, MNE
1.94715, 1929, Dec Average, Republic of Montenegro, MNE
-0.1305, 1930, Jan Average, Republic of Montenegro, MNE
-0.3536, 1930, Feb Average, Republic of Montenegro, MNE
5.11061, 1930, Mar Average, Republic of Montenegro, MNE
8.64298, 1930, Apr Average, Republic of Montenegro, MNE
11.7095, 1930, May Average, Republic of Montenegro, MNE
17.5082, 1930, Jun Average, Republic of Montenegro, MNE
18.928, 1930, Jul Average, Republic of Montenegro, MNE
18.1925, 1930, Aug Average, Republic of Montenegro, MNE
16.3478, 1930, Sep Average, Republic of Montenegro, MNE
9.66209, 1930, Oct Average, Republic of Montenegro, MNE
6.77345, 1930, Nov Average, Republic of Montenegro, MNE
0.97448, 1930, Dec Average, Republic of Montenegro, MNE
-0.0714, 1931, Jan Average, Republic of Montenegro, MNE
0.132, 1931, Feb Average, Republic of Montenegro, MNE
0.88357, 1931, Mar Average, Republic of Montenegro, MNE
5.78327, 1931, Apr Average, Republic of Montenegro, MNE
14.3278, 1931, May Average, Republic of Montenegro, MNE
17.8947, 1931, Jun Average, Republic of Montenegro, MNE
20.1666, 1931, Jul Average, Republic of Montenegro, MNE
18.7641, 1931, Aug Average, Republic of Montenegro, MNE
11.5017, 1931, Sep Average, Republic of Montenegro, MNE
8.58234, 1931, Oct Average, Republic of Montenegro, MNE
4.09108, 1931, Nov Average, Republic of Montenegro, MNE
-1.4005, 1931, Dec Average, Republic of Montenegro, MNE
-2.5864, 1932, Jan Average, Republic of Montenegro, MNE
-5.4558, 1932, Feb Average, Republic of Montenegro, MNE
-0.6736, 1932, Mar Average, Republic of Montenegro, MNE
6.95531, 1932, Apr Average, Republic of Montenegro, MNE
12.7919, 1932, May Average, Republic of Montenegro, MNE
15.0124, 1932, Jun Average, Republic of Montenegro, MNE
19.9578, 1932, Jul Average, Republic of Montenegro, MNE
20.0801, 1932, Aug Average, Republic of Montenegro, MNE
17.9997, 1932, Sep Average, Republic of Montenegro, MNE
11.159, 1932, Oct Average, Republic of Montenegro, MNE
4.46635, 1932, Nov Average, Republic of Montenegro, MNE
1.29341, 1932, Dec Average, Republic of Montenegro, MNE
-2.9616, 1933, Jan Average, Republic of Montenegro, MNE
-0.5142, 1933, Feb Average, Republic of Montenegro, MNE
3.13463, 1933, Mar Average, Republic of Montenegro, MNE
5.81365, 1933, Apr Average, Republic of Montenegro, MNE
10.7801, 1933, May Average, Republic of Montenegro, MNE
13.2161, 1933, Jun Average, Republic of Montenegro, MNE
18.1861, 1933, Jul Average, Republic of Montenegro, MNE
18.343, 1933, Aug Average, Republic of Montenegro, MNE
13.5648, 1933, Sep Average, Republic of Montenegro, MNE
9.76382, 1933, Oct Average, Republic of Montenegro, MNE
5.15665, 1933, Nov Average, Republic of Montenegro, MNE
-3.2353, 1933, Dec Average, Republic of Montenegro, MNE
-1.9095, 1934, Jan Average, Republic of Montenegro, MNE
-0.9208, 1934, Feb Average, Republic of Montenegro, MNE
5.82641, 1934, Mar Average, Republic of Montenegro, MNE
10.4991, 1934, Apr Average, Republic of Montenegro, MNE
14.3958, 1934, May Average, Republic of Montenegro, MNE
15.6145, 1934, Jun Average, Republic of Montenegro, MNE
18.7478, 1934, Jul Average, Republic of Montenegro, MNE
18.5612, 1934, Aug Average, Republic of Montenegro, MNE
15.6743, 1934, Sep Average, Republic of Montenegro, MNE
9.51747, 1934, Oct Average, Republic of Montenegro, MNE
6.15243, 1934, Nov Average, Republic of Montenegro, MNE
4.01273, 1934, Dec Average, Republic of Montenegro, MNE
-3.4157, 1935, Jan Average, Republic of Montenegro, MNE
-0.9649, 1935, Feb Average, Republic of Montenegro, MNE
1.94169, 1935, Mar Average, Republic of Montenegro, MNE
7.45228, 1935, Apr Average, Republic of Montenegro, MNE
11.216, 1935, May Average, Republic of Montenegro, MNE
17.9466, 1935, Jun Average, Republic of Montenegro, MNE
18.6653, 1935, Jul Average, Republic of Montenegro, MNE
18.3355, 1935, Aug Average, Republic of Montenegro, MNE
14.7375, 1935, Sep Average, Republic of Montenegro, MNE
11.9226, 1935, Oct Average, Republic of Montenegro, MNE
4.58298, 1935, Nov Average, Republic of Montenegro, MNE
1.43542, 1935, Dec Average, Republic of Montenegro, MNE
3.44582, 1936, Jan Average, Republic of Montenegro, MNE
0.75003, 1936, Feb Average, Republic of Montenegro, MNE
5.77574, 1936, Mar Average, Republic of Montenegro, MNE
8.22691, 1936, Apr Average, Republic of Montenegro, MNE
13.035, 1936, May Average, Republic of Montenegro, MNE
15.4389, 1936, Jun Average, Republic of Montenegro, MNE
19.8013, 1936, Jul Average, Republic of Montenegro, MNE
17.6593, 1936, Aug Average, Republic of Montenegro, MNE
14.0785, 1936, Sep Average, Republic of Montenegro, MNE
6.45742, 1936, Oct Average, Republic of Montenegro, MNE
4.25608, 1936, Nov Average, Republic of Montenegro, MNE
0.21985, 1936, Dec Average, Republic of Montenegro, MNE
-2.649, 1937, Jan Average, Republic of Montenegro, MNE
1.08905, 1937, Feb Average, Republic of Montenegro, MNE
5.29281, 1937, Mar Average, Republic of Montenegro, MNE
6.89847, 1937, Apr Average, Republic of Montenegro, MNE
14.1004, 1937, May Average, Republic of Montenegro, MNE
17.5469, 1937, Jun Average, Republic of Montenegro, MNE
18.7706, 1937, Jul Average, Republic of Montenegro, MNE
18.0554, 1937, Aug Average, Republic of Montenegro, MNE
15.2983, 1937, Sep Average, Republic of Montenegro, MNE
9.81591, 1937, Oct Average, Republic of Montenegro, MNE
4.59749, 1937, Nov Average, Republic of Montenegro, MNE
0.86066, 1937, Dec Average, Republic of Montenegro, MNE
-1.8855, 1938, Jan Average, Republic of Montenegro, MNE
-0.786, 1938, Feb Average, Republic of Montenegro, MNE
4.84457, 1938, Mar Average, Republic of Montenegro, MNE
5.01445, 1938, Apr Average, Republic of Montenegro, MNE
11.2595, 1938, May Average, Republic of Montenegro, MNE
18.0919, 1938, Jun Average, Republic of Montenegro, MNE
19.6666, 1938, Jul Average, Republic of Montenegro, MNE
18.5385, 1938, Aug Average, Republic of Montenegro, MNE
14.0117, 1938, Sep Average, Republic of Montenegro, MNE
10.5015, 1938, Oct Average, Republic of Montenegro, MNE
5.83722, 1938, Nov Average, Republic of Montenegro, MNE
-0.2875, 1938, Dec Average, Republic of Montenegro, MNE
1.4175, 1939, Jan Average, Republic of Montenegro, MNE
1.32141, 1939, Feb Average, Republic of Montenegro, MNE
0.74201, 1939, Mar Average, Republic of Montenegro, MNE
9.81198, 1939, Apr Average, Republic of Montenegro, MNE
11.2205, 1939, May Average, Republic of Montenegro, MNE
15.9046, 1939, Jun Average, Republic of Montenegro, MNE
19.5066, 1939, Jul Average, Republic of Montenegro, MNE
18.7842, 1939, Aug Average, Republic of Montenegro, MNE
14.2627, 1939, Sep Average, Republic of Montenegro, MNE
9.20928, 1939, Oct Average, Republic of Montenegro, MNE
4.91247, 1939, Nov Average, Republic of Montenegro, MNE
-0.5166, 1939, Dec Average, Republic of Montenegro, MNE
-6.9208, 1940, Jan Average, Republic of Montenegro, MNE
-3.9591, 1940, Feb Average, Republic of Montenegro, MNE
1.08275, 1940, Mar Average, Republic of Montenegro, MNE
7.43143, 1940, Apr Average, Republic of Montenegro, MNE
10.9808, 1940, May Average, Republic of Montenegro, MNE
15.3069, 1940, Jun Average, Republic of Montenegro, MNE
17.9702, 1940, Jul Average, Republic of Montenegro, MNE
15.9343, 1940, Aug Average, Republic of Montenegro, MNE
14.5567, 1940, Sep Average, Republic of Montenegro, MNE
9.7115, 1940, Oct Average, Republic of Montenegro, MNE
6.69443, 1940, Nov Average, Republic of Montenegro, MNE
-4.0942, 1940, Dec Average, Republic of Montenegro, MNE
-2.0375, 1941, Jan Average, Republic of Montenegro, MNE
1.32771, 1941, Feb Average, Republic of Montenegro, MNE
